question,sql
"Show all active trainees with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed trainees with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending trainees with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped trainees with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active student interns with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed student interns with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending student interns with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped student interns with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active apprentices with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed apprentices with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending apprentices with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped apprentices with unit and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active interns with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed interns with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending interns with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped interns with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active trainees with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed trainees with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending trainees with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped trainees with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active student interns with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed student interns with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending student interns with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped student interns with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active apprentices with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed apprentices with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending apprentices with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped apprentices with function and college names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active interns with department and campus names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"How many interns does each campus have when current stage is active?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='active' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all completed interns with department and campus names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
